,body_type,co2Emissions,condition,doors,engine_size,isTradeSeller,make,manufactured_year,mileage,model,price,seats,transmission,location
4626,Hatchback,133,Used,3.0,1.4,True,Vauxhall,2018.0,25731,ADAM,9000.0,4.0,Manual,Leeds
4627,Coupe,223,Used,2.0,3.0,True,Jaguar,2019.0,14021,F-Type,47995.0,2.0,Automatic,Leeds
4628,SUV,227,Nearly New,5.0,2.0,True,Porsche,2019.0,5895,Macan,53990.0,5.0,Automatic,Leeds
4629,SUV,121,Used,5.0,1.2,True,Peugeot,2018.0,12882,5008,21995.0,7.0,Manual,Leeds
4630,Hatchback,93,Used,5.0,1.0,True,Toyota,2019.0,9563,AYGO,8490.0,4.0,Manual,Leeds
4631,SUV,181,Used,5.0,2.0,True,Jaguar,2018.0,10515,E-PACE,33000.0,5.0,Automatic,Leeds
4632,SUV,140,Nearly New,5.0,1.0,True,Ford,2019.0,1872,EcoSport,17400.0,5.0,Automatic,Leeds
4633,Hatchback,119,Nearly New,5.0,1.0,True,Toyota,2019.0,3356,AYGO,9995.0,4.0,Automatic,Leeds
4634,Hatchback,131,Used,5.0,1.0,True,Kia,2019.0,23458,Ceed,13110.0,5.0,Manual,Leeds
4635,Estate,172,Nearly New,5.0,3.0,True,BMW,2019.0,3141,5 Series,37950.0,5.0,Automatic,Leeds
4636,SUV,124,Nearly New,5.0,1.5,True,SEAT,2019.0,5837,Ateca,23500.0,5.0,Automatic,Leeds
4637,MPV,129,Nearly New,5.0,1.3,True,Mercedes-Benz,2019.0,2745,B Class,23000.0,5.0,Automatic,Leeds
4638,SUV,127,Used,5.0,1.4,True,Suzuki,2018.0,13286,SX4 S-Cross,14449.0,5.0,Manual,Leeds
4639,SUV,166,Nearly New,5.0,1.5,True,Volvo,2020.0,810,XC40,33480.0,5.0,Automatic,Leeds
4640,SUV,189,Used,5.0,3.0,True,Audi,2018.0,7914,SQ5,40490.0,5.0,Automatic,Leeds
4641,Hatchback,99,Nearly New,5.0,1.2,True,Vauxhall,2020.0,1336,Astra,15690.0,5.0,Manual,Leeds
4642,Coupe,223,Used,2.0,3.0,True,Jaguar,2019.0,14021,F-Type,47995.0,2.0,Automatic,Leeds
4643,MPV,121,Used,5.0,1.5,True,Volkswagen,2018.0,6161,Golf SV,17000.0,5.0,Manual,Leeds
4644,Hatchback,164,Used,5.0,2.0,True,Volkswagen,2019.0,12304,Golf,31740.0,5.0,Automatic,Leeds
4645,Hatchback,117,Used,5.0,1.5,True,Audi,2019.0,3000,A3,21500.0,5.0,Automatic,Leeds
4646,SUV,125,Used,5.0,1.0,True,Hyundai,2018.0,12443,Kona,14000.0,5.0,Manual,Leeds
4647,Estate,140,Used,5.0,1.5,True,BMW,2019.0,11505,3 Series,19850.0,5.0,Automatic,Leeds
4648,Hatchback,117,Nearly New,5.0,1.0,True,Kia,2019.0,5000,Picanto,10350.0,5.0,Manual,Leeds
4649,Estate,139,Nearly New,5.0,0.9,True,Dacia,2019.0,10,Logan MCV Stepway,10990.0,5.0,Manual,Leeds
4650,Hatchback,114,Used,5.0,1.0,True,Honda,2018.0,8419,Civic,17000.0,5.0,Automatic,Leeds
4651,Estate,141,Nearly New,5.0,1.4,True,Kia,2020.0,257,ProCeed,20490.0,5.0,Manual,Leeds
4652,SUV,179,Nearly New,5.0,1.6,True,Kia,2019.0,5,Sportage,15990.0,5.0,Manual,Leeds
4653,Hatchback,114,Used,5.0,1.0,True,Ford,2018.0,10213,Focus,17000.0,5.0,Manual,Leeds
4654,Hatchback,108,Used,5.0,1.0,True,Ford,2019.0,10597,Fiesta,13699.0,5.0,Manual,Leeds
4655,SUV,179,Used,5.0,2.0,True,Honda,2018.0,13834,CR-V,21991.0,5.0,Automatic,Leeds
4657,MPV,156,Used,5.0,1.4,True,Vauxhall,2018.0,23277,Zafira Tourer,13000.0,7.0,Manual,Leeds
4658,SUV,185,Used,5.0,2.0,True,Jaguar,2018.0,11718,F-PACE,37000.0,5.0,Automatic,Leeds
4659,SUV,175,Used,5.0,1.6,True,Kia,2018.0,13296,Sportage,21100.0,5.0,Automatic,Leeds
4660,MPV,122,Nearly New,5.0,1.2,True,Vauxhall,2020.0,1858,Combo Life,18588.0,5.0,Manual,Leeds
4661,SUV,174,Used,5.0,1.6,True,Kia,2019.0,10953,Sportage,21700.0,5.0,Automatic,Leeds
4662,SUV,164,Nearly New,5.0,2.0,True,Volvo,2020.0,433,XC40,35000.0,5.0,Automatic,Leeds
4663,Hatchback,131,Used,5.0,1.0,True,Kia,2019.0,19017,Ceed,13400.0,5.0,Manual,Leeds
4664,SUV,154,Nearly New,5.0,1.5,True,Volkswagen,2019.0,4601,T-Roc,25000.0,5.0,Automatic,Leeds
4665,Hatchback,116,Used,5.0,1.5,True,SKODA,2019.0,6657,Octavia,15810.0,5.0,Automatic,Leeds
4666,SUV,130,Used,5.0,1.5,True,Volkswagen,2019.0,15000,Tiguan,19500.0,5.0,Manual,Leeds
4667,Hatchback,142,Nearly New,3.0,2.0,True,MINI,2020.0,1000,Hatch,26465.0,4.0,Automatic,Leeds
4668,Coupe,163,Used,2.0,3.0,True,BMW,2018.0,19598,2 Series,23110.0,4.0,Automatic,Leeds
4669,SUV,125,Nearly New,5.0,1.0,True,Fiat,2019.0,5,500X,17700.0,5.0,Manual,Leeds
4670,Coupe,223,Used,2.0,3.0,True,Jaguar,2019.0,14021,F-Type,47995.0,2.0,Automatic,Leeds
4671,Estate,146,Used,5.0,1.5,True,BMW,2019.0,7478,3 Series,18550.0,5.0,Manual,Leeds
4672,Saloon,158,Used,4.0,2.0,True,Audi,2019.0,9999,S3,29500.0,5.0,Automatic,Leeds
4673,SUV,145,Used,5.0,2.0,True,Mazda,2018.0,8610,CX-5,20989.0,5.0,Manual,Leeds
4674,Hatchback,107,Nearly New,5.0,1.0,True,Ford,2019.0,2798,Focus,17520.0,5.0,Manual,Leeds
4675,Hatchback,114,Nearly New,5.0,1.5,True,MINI,2019.0,6598,Hatch,16291.0,5.0,Automatic,Leeds
4676,SUV,154,Used,5.0,1.5,True,Volkswagen,2019.0,3479,T-Roc,23800.0,5.0,Automatic,Leeds
4677,Hatchback,111,Used,5.0,1.0,True,Ford,2018.0,23823,Fiesta,12500.0,5.0,Manual,Leeds
4678,SUV,166,Nearly New,5.0,2.0,True,MINI,2019.0,4837,Countryman,31768.0,5.0,Automatic,Leeds
4679,Hatchback,99,Nearly New,5.0,1.2,True,Vauxhall,2019.0,10,Astra,24991.0,5.0,Manual,Leeds
4680,SUV,141,Nearly New,5.0,1.0,True,Dacia,2019.0,10,Duster,10990.0,5.0,Manual,Leeds
4681,Hatchback,158,Used,5.0,2.0,True,Mercedes-Benz,2019.0,4575,A Class,24609.0,5.0,Automatic,Leeds
4682,Coupe,248,Nearly New,3.0,3.7,True,Nissan,2020.0,1813,370 Z,31999.0,2.0,Manual,Leeds
4683,Coupe,134,Nearly New,2.0,2.0,True,BMW,2019.0,101,4 Series,25950.0,4.0,Automatic,Leeds
4685,Hatchback,164,Used,5.0,2.0,True,Volkswagen,2018.0,75000,Golf,19995.0,5.0,Automatic,Leeds
4686,SUV,134,Used,5.0,2.0,True,BMW,2018.0,13033,X2,25000.0,5.0,Automatic,Leeds
4687,Hatchback,112,Used,5.0,1.0,True,Ford,2018.0,24539,Focus,11820.0,5.0,Manual,Leeds
4688,Saloon,138,Used,4.0,2.0,True,BMW,2019.0,30242,3 Series,20900.0,5.0,Automatic,Leeds
4689,SUV,209,Used,5.0,3.0,True,Jaguar,2018.0,22478,F-PACE,36050.0,5.0,Automatic,Leeds
4690,SUV,128,Used,5.0,1.2,True,Nissan,2018.0,34981,Juke,10320.0,5.0,Manual,Leeds
4691,Hatchback,181,Used,5.0,2.0,True,Mercedes-Benz,2018.0,50000,A Class,29995.0,5.0,Automatic,Leeds
4692,SUV,131,Nearly New,5.0,2.0,True,BMW,2019.0,4300,X2,29950.0,5.0,Automatic,Leeds
4693,Hatchback,113,Used,5.0,1.5,True,SEAT,2019.0,19747,Leon,16000.0,5.0,Manual,Leeds
4694,Hatchback,148,Nearly New,5.0,1.6,True,Peugeot,2019.0,4291,308,21000.0,5.0,Manual,Leeds
4695,Hatchback,140,Used,5.0,1.3,True,Mercedes-Benz,2019.0,21961,A Class,18750.0,5.0,Automatic,Leeds
4696,Convertible,128,Nearly New,2.0,1.5,True,MINI,2019.0,7000,Convertible,20300.0,4.0,Manual,Leeds
4697,Hatchback,106,Used,5.0,1.0,True,Volkswagen,2019.0,6900,Polo,14900.0,5.0,Automatic,Leeds
4698,SUV,174,Nearly New,5.0,1.6,True,SsangYong,2019.0,6413,Tivoli XLV,17999.0,5.0,Manual,Leeds
4699,Estate,172,Nearly New,5.0,3.0,True,BMW,2019.0,3141,5 Series,37950.0,5.0,Automatic,Leeds
4700,Hatchback,99,Nearly New,5.0,1.2,True,Vauxhall,2020.0,1236,Astra,15690.0,5.0,Manual,Leeds
4701,Coupe,193,Nearly New,2.0,2.0,True,Porsche,2020.0,10,718 Cayman,52990.0,2.0,Automatic,Leeds
4702,MPV,157,Used,5.0,1.4,True,Volkswagen,2019.0,10648,Sharan,23000.0,7.0,Automatic,Leeds
4704,SUV,166,Used,5.0,2.0,True,SEAT,2019.0,9221,Tarraco,27000.0,7.0,Automatic,Leeds
4705,Estate,140,Used,5.0,1.5,True,BMW,2019.0,11505,3 Series,19850.0,5.0,Automatic,Leeds
4707,MPV,127,Nearly New,5.0,1.3,True,Mercedes-Benz,2019.0,4001,B Class,20490.0,5.0,Manual,Leeds
4708,Hatchback,129,Used,5.0,1.5,True,Vauxhall,2018.0,18846,Insignia,14000.0,5.0,Manual,Leeds
4709,Hatchback,119,Used,5.0,1.4,True,Audi,2018.0,6600,A1,10495.0,5.0,Manual,Leeds
4710,SUV,119,Used,5.0,1.0,True,SKODA,2018.0,10600,Karoq,15737.0,5.0,Manual,Leeds
4711,Hatchback,162,Used,5.0,2.0,True,Mercedes-Benz,2018.0,29724,A Class,28350.0,5.0,Automatic,Leeds
4712,Hatchback,99,Nearly New,5.0,1.2,True,Vauxhall,2020.0,1025,Astra,15690.0,5.0,Manual,Leeds
4713,Convertible,179,Used,2.0,2.0,True,Jaguar,2019.0,14381,F-Type,39000.0,2.0,Automatic,Leeds
4715,Hatchback,167,Used,5.0,2.0,True,Mercedes-Benz,2019.0,6512,A Class,31980.0,5.0,Automatic,Leeds
4716,Hatchback,163,Used,5.0,2.0,True,Volkswagen,2018.0,12141,Golf,25500.0,5.0,Automatic,Leeds
4718,Estate,162,Used,5.0,2.0,True,Mercedes-Benz,2018.0,27034,CLA Class,28220.0,5.0,Automatic,Leeds
4719,Estate,135,Nearly New,5.0,1.4,True,Kia,2019.0,8714,ProCeed,20750.0,5.0,Automatic,Leeds
4720,Hatchback,105,Used,5.0,1.0,True,Ford,2018.0,3345,Focus,12390.0,5.0,Manual,Leeds
4721,Estate,171,Nearly New,5.0,2.0,True,Jaguar,2019.0,6093,XF,33844.0,5.0,Automatic,Leeds
4722,Convertible,176,Used,2.0,3.0,True,BMW,2019.0,5177,4 Series,32000.0,4.0,Automatic,Leeds
4723,SUV,133,Used,5.0,1.5,True,Audi,2019.0,9305,Q3,27000.0,5.0,Automatic,Leeds
4724,SUV,129,Used,5.0,1.2,True,Nissan,2018.0,19784,Qashqai,17600.0,5.0,Automatic,Leeds
4725,Hatchback,142,Nearly New,5.0,2.0,True,SKODA,2019.0,2500,Octavia,24991.0,5.0,Automatic,Leeds
4726,SUV,161,Nearly New,5.0,2.0,True,Mitsubishi,2019.0,946,ASX,19990.0,5.0,Manual,Leeds
4727,Saloon,207,Used,4.0,3.0,True,Maserati,2019.0,11089,Ghibli,42480.0,5.0,Automatic,Leeds
4728,SUV,114,Used,5.0,0.9,True,Renault,2018.0,35868,Captur,9399.0,5.0,Manual,Leeds
4729,Hatchback,119,Used,5.0,1.5,True,Volkswagen,2019.0,8763,Golf,20500.0,5.0,Automatic,Leeds
4730,Hatchback,143,Used,5.0,2.0,True,Volkswagen,2019.0,14362,Golf,22499.0,5.0,Automatic,Leeds
4731,Coupe,316,Nearly New,2.0,3.8,True,Nissan,2020.0,4138,GT-R,75499.0,4.0,Automatic,Leeds
4732,Estate,128,Used,5.0,1.2,True,Toyota,2019.0,9625,Corolla,16490.0,5.0,Manual,Leeds
4733,SUV,128,Nearly New,5.0,2.0,True,Mazda,2019.0,268,CX-30,29500.0,5.0,Automatic,Leeds
4734,Hatchback,170,Nearly New,5.0,2.0,True,SEAT,2020.0,3865,Leon,27000.0,5.0,Automatic,Leeds
4735,Convertible,161,Used,2.0,2.0,True,Mercedes-Benz,2019.0,9477,SLC,28491.0,2.0,Automatic,Leeds
4736,Estate,214,Used,5.0,4.0,True,Mercedes-Benz,2018.0,19000,E Class,54990.0,5.0,Automatic,Leeds
4737,Hatchback,158,Used,5.0,2.0,True,Mercedes-Benz,2019.0,4575,A Class,24609.0,5.0,Automatic,Leeds
4738,SUV,209,Used,5.0,3.0,True,Jaguar,2018.0,21320,F-PACE,36844.0,5.0,Automatic,Leeds
4739,Estate,111,Used,5.0,1.0,True,SKODA,2019.0,11159,Fabia,9999.0,5.0,Manual,Leeds
4740,SUV,149,Used,5.0,2.0,True,Mazda,2018.0,18000,CX-5,19470.0,5.0,Manual,Leeds
4741,Hatchback,126,Used,5.0,1.6,True,Mercedes-Benz,2018.0,8759,A Class,18750.0,5.0,Automatic,Leeds
4742,SUV,175,Used,5.0,1.6,True,Kia,2019.0,8973,Sportage,23980.0,5.0,Automatic,Leeds
4743,SUV,131,Nearly New,5.0,1.3,True,Nissan,2019.0,7700,Qashqai,22499.0,5.0,Automatic,Leeds
4744,Hatchback,194,Used,5.0,2.5,True,Audi,2019.0,13000,RS3,44500.0,5.0,Automatic,Leeds
4746,Convertible,131,Nearly New,2.0,2.0,True,MINI,2019.0,1500,Convertible,25620.0,4.0,Automatic,Leeds
4747,SUV,171,Used,5.0,2.0,True,Mitsubishi,2019.0,4611,Outlander,21490.0,7.0,Automatic,Leeds
4748,Coupe,248,Nearly New,2.0,5.0,True,Jaguar,2020.0,544,F-Type,74844.0,2.0,Automatic,Leeds
4749,Hatchback,145,Nearly New,5.0,1.0,True,Nissan,2020.0,11,Micra,16990.0,5.0,Automatic,Leeds
4750,Hatchback,112,Used,5.0,1.0,True,Ford,2018.0,8900,Focus,14280.0,5.0,Manual,Leeds
4751,Hatchback,107,Used,5.0,1.0,True,Volkswagen,2019.0,12000,Polo,14490.0,5.0,Manual,Leeds
4752,SUV,138,Nearly New,5.0,1.0,True,Dacia,2020.0,186,Duster,8950.0,5.0,Manual,Manchester
4753,Hatchback,99,Used,5.0,0.9,True,Nissan,2018.0,17854,Micra,9795.0,5.0,Manual,Manchester
4754,Hatchback,118,Used,5.0,0.9,True,Nissan,2018.0,9987,Micra,9995.0,5.0,Manual,Manchester
4755,Hatchback,104,Nearly New,5.0,1.0,True,Nissan,2019.0,10,Micra,11500.0,5.0,Manual,Manchester
4757,Hatchback,136,Used,3.0,1.5,True,Ford,2019.0,7444,Fiesta,15000.0,5.0,Manual,Manchester
4758,SUV,147,Used,5.0,1.6,True,Kia,2018.0,13965,Sportage,12495.0,5.0,Manual,Manchester
4759,Hatchback,107,Used,5.0,1.0,True,Audi,2018.0,30468,A3,13800.0,5.0,Manual,Manchester
4760,Hatchback,118,Used,5.0,0.9,True,Nissan,2018.0,5984,Micra,10794.0,5.0,Manual,Manchester
4761,Hatchback,131,Used,3.0,1.4,False,Vauxhall,2018.0,11000,Corsa,4900.0,5.0,Manual,Manchester
4762,Coupe,147,Used,4.0,1.6,True,Mercedes-Benz,2018.0,13000,CLA Class,21450.0,5.0,Manual,Manchester
4764,SUV,112,Nearly New,5.0,1.0,True,Nissan,2019.0,1392,Juke,17899.0,5.0,Manual,Manchester
4765,Hatchback,118,Used,5.0,0.9,True,Nissan,2018.0,5984,Micra,10794.0,5.0,Manual,Manchester
4766,Estate,158,Used,5.0,2.0,True,Volvo,2019.0,10459,V90,24250.0,5.0,Automatic,Manchester
4768,Hatchback,108,Used,5.0,1.0,True,SEAT,2018.0,27761,Ibiza,11449.0,5.0,Manual,Manchester
4769,Hatchback,120,Used,5.0,1.4,True,Volkswagen,2018.0,38115,Golf,11975.0,5.0,Automatic,Manchester
4770,Hatchback,99,Used,5.0,0.9,True,Nissan,2018.0,8640,Micra,10000.0,5.0,Manual,Manchester
4771,SUV,138,Nearly New,5.0,1.0,True,Nissan,2020.0,1800,Juke,21000.0,5.0,Automatic,Manchester
4772,Hatchback,95,Used,5.0,1.0,True,Toyota,2018.0,33000,AYGO,6290.0,4.0,Manual,Manchester
4773,Hatchback,150,Used,3.0,2.0,True,MINI,2018.0,17741,Hatch,17475.0,4.0,Manual,Manchester
4774,Hatchback,122,Used,3.0,1.2,True,Fiat,2019.0,12000,500,8500.0,4.0,Manual,Manchester
4775,SUV,186,Used,5.0,1.6,True,Nissan,2019.0,14092,Juke,11995.0,5.0,Manual,Manchester
4776,Hatchback,115,Used,5.0,1.0,True,Audi,2018.0,12071,A1,13498.0,5.0,Manual,Manchester
4777,Hatchback,101,Used,3.0,1.1,True,Ford,2018.0,30000,Fiesta,8200.0,5.0,Manual,Manchester
4778,SUV,113,Used,5.0,1.0,False,SEAT,2018.0,35000,Arona,9995.0,5.0,Automatic,Manchester
4780,SUV,186,Used,5.0,1.6,True,Nissan,2018.0,3632,Juke,12000.0,5.0,Manual,Manchester
4781,Hatchback,120,Used,5.0,1.3,False,Honda,2018.0,17951,Jazz,8000.0,5.0,Manual,Manchester
4782,Hatchback,133,Used,5.0,1.5,True,Volvo,2019.0,8140,V40,16750.0,5.0,Automatic,Manchester
4783,SUV,131,Nearly New,5.0,1.3,True,Nissan,2019.0,10,Qashqai,21390.0,5.0,Automatic,Manchester
4784,Hatchback,104,Used,5.0,0.9,True,Nissan,2018.0,15308,Micra,10690.0,5.0,Manual,Manchester
4785,Saloon,155,Used,4.0,2.0,True,Volvo,2019.0,4455,S60,24950.0,5.0,Automatic,Manchester
4786,Hatchback,133,Used,5.0,1.0,True,Kia,2019.0,10000,Picanto,10000.0,5.0,Manual,Manchester
4788,SUV,131,Nearly New,5.0,1.3,True,Nissan,2019.0,10,Qashqai,21390.0,5.0,Automatic,Manchester
4789,Hatchback,132,Used,5.0,1.4,False,Fiat,2019.0,5600,Tipo,8995.0,5.0,Manual,Manchester
4790,Hatchback,118,Used,5.0,0.9,True,Nissan,2018.0,1584,Micra,10000.0,5.0,Manual,Manchester
4791,Hatchback,98,Used,5.0,1.0,True,Ford,2018.0,29000,Fiesta,10350.0,5.0,Manual,Manchester
4792,SUV,123,Used,5.0,1.3,True,Nissan,2019.0,9503,Qashqai,18000.0,5.0,Automatic,Manchester
4793,SUV,161,Nearly New,5.0,1.3,True,Nissan,2020.0,100,Qashqai,21250.0,5.0,Manual,Manchester
4794,Hatchback,105,Nearly New,5.0,1.0,True,Nissan,2019.0,1800,Micra,14200.0,5.0,Manual,Manchester
4795,Hatchback,118,Used,5.0,0.9,True,Nissan,2018.0,8246,Micra,9495.0,5.0,Manual,Manchester
4797,Saloon,145,Nearly New,4.0,1.5,False,Audi,2019.0,4000,A3,14495.0,5.0,Manual,Manchester
4798,SUV,181,Used,5.0,1.6,True,Nissan,2019.0,14682,Juke,13240.0,5.0,Automatic,Manchester
4799,Hatchback,107,Used,5.0,1.0,True,Ford,2019.0,10524,Focus,15500.0,5.0,Manual,Manchester
4800,Hatchback,123,Nearly New,5.0,1.4,False,Vauxhall,2019.0,5000,Corsa,7200.0,5.0,Manual,Manchester
4801,SUV,131,Nearly New,5.0,1.3,True,Nissan,2020.0,5000,Qashqai,24990.0,5.0,Automatic,Manchester
4802,Hatchback,137,Used,5.0,2.0,True,Audi,2019.0,9113,A5,24285.0,5.0,Automatic,Manchester
4803,SUV,130,Nearly New,5.0,1.3,True,Nissan,2020.0,1000,Qashqai,22650.0,5.0,Manual,Manchester
4804,Hatchback,99,Used,5.0,0.9,True,Nissan,2018.0,6093,Micra,10490.0,5.0,Manual,Manchester
4805,Saloon,134,Used,4.0,2.0,True,Volvo,2018.0,15571,S60,14750.0,5.0,Automatic,Manchester
4806,Hatchback,112,Used,5.0,1.0,True,Ford,2018.0,14000,Focus,12000.0,5.0,Manual,Manchester
4807,SUV,143,Nearly New,5.0,1.0,True,Nissan,2019.0,1981,Juke,21500.0,5.0,Automatic,Manchester
4808,MPV,116,Used,5.0,1.2,True,Citroen,2018.0,21000,Grand C4 Picasso,14500.0,7.0,Manual,Manchester
4809,Hatchback,118,Used,5.0,0.9,True,Nissan,2018.0,5984,Micra,10794.0,5.0,Manual,Manchester
4810,Hatchback,114,Used,5.0,1.2,False,Ford,2019.0,9539,Ka+,8000.0,5.0,Manual,Manchester
4811,SUV,131,Nearly New,5.0,1.3,True,Nissan,2019.0,10,Qashqai,21390.0,5.0,Automatic,Manchester
4812,Hatchback,108,Used,5.0,1.0,True,Volkswagen,2018.0,33219,Golf,13975.0,5.0,Automatic,Manchester
4813,Hatchback,111,Used,5.0,1.0,True,SKODA,2019.0,8844,Fabia,9000.0,5.0,Manual,Manchester
4814,Hatchback,113,Nearly New,5.0,1.0,True,Nissan,2019.0,3500,Micra,14940.0,5.0,Automatic,Manchester
4815,Hatchback,99,Used,5.0,0.9,True,Nissan,2018.0,7497,Micra,9795.0,5.0,Manual,Manchester
4816,Saloon,112,Used,4.0,1.5,False,Audi,2018.0,29400,A3,15950.0,5.0,Automatic,Manchester
4817,SUV,169,Nearly New,5.0,2.0,True,Volvo,2019.0,10,XC60,31000.0,5.0,Automatic,Manchester
4818,Hatchback,132,Nearly New,5.0,1.5,True,Volvo,2019.0,6286,V40,19500.0,5.0,Automatic,Manchester
4819,Saloon,155,Nearly New,4.0,2.0,True,Volvo,2019.0,3545,S90,25500.0,5.0,Automatic,Manchester
4820,SUV,128,Used,5.0,1.2,True,Nissan,2018.0,25000,Juke,10995.0,5.0,Manual,Manchester
4821,SUV,153,Nearly New,5.0,1.5,False,Audi,2019.0,4000,Q3,19200.0,5.0,Manual,Manchester
4822,Hatchback,173,Nearly New,5.0,1.5,False,BMW,2019.0,5600,1 Series,18199.0,5.0,Manual,Manchester
4823,SUV,129,Used,5.0,1.2,False,Nissan,2018.0,17000,Qashqai,11900.0,5.0,Manual,Manchester
4825,SUV,160,Nearly New,5.0,1.3,True,Nissan,2020.0,10,Qashqai,23250.0,5.0,Automatic,Manchester
4827,SUV,110,Nearly New,5.0,1.0,True,Nissan,2019.0,4121,Juke,18795.0,5.0,Automatic,Manchester
4828,SUV,128,Used,5.0,1.2,False,Vauxhall,2019.0,1100,Crossland X,11800.0,5.0,Automatic,Manchester
4829,Hatchback,189,Used,5.0,2.5,True,Audi,2018.0,7289,RS3,44995.0,5.0,Automatic,Manchester
4830,SUV,131,Nearly New,5.0,1.3,True,Nissan,2020.0,1830,Qashqai,25490.0,5.0,Automatic,Manchester
4831,Estate,158,Nearly New,5.0,2.0,True,Volvo,2019.0,5352,V90,28737.0,5.0,Automatic,Manchester
4834,SUV,186,Used,5.0,1.6,True,Nissan,2019.0,14092,Juke,11995.0,5.0,Manual,Manchester
4835,Hatchback,101,Used,5.0,1.0,False,Volkswagen,2018.0,7901,Polo,9750.0,5.0,Manual,Manchester
4836,Hatchback,108,Used,5.0,1.0,False,Volkswagen,2018.0,9000,Polo,8990.0,5.0,Manual,Manchester
4837,SUV,130,Nearly New,5.0,1.3,True,Nissan,2020.0,3500,Qashqai,21440.0,5.0,Manual,Manchester
4838,SUV,112,Nearly New,5.0,1.0,True,Nissan,2019.0,2678,Juke,19000.0,5.0,Manual,Manchester
4839,Coupe,179,Used,2.0,2.0,False,Jaguar,2018.0,3700,F-Type,35000.0,2.0,Automatic,Manchester
4840,SUV,294,Used,5.0,5.0,True,Land Rover,2018.0,12512,Range Rover Sport,86760.0,5.0,Automatic,Manchester
4842,SUV,131,Nearly New,5.0,1.3,True,Nissan,2020.0,4000,Qashqai,24000.0,5.0,Automatic,Manchester
4843,Hatchback,139,Nearly New,5.0,1.3,False,Mercedes-Benz,2019.0,3000,A Class,16200.0,5.0,Automatic,Manchester
4844,Convertible,139,Used,2.0,2.0,False,BMW,2019.0,5000,Z4,29650.0,2.0,Automatic,Manchester
4845,SUV,138,Used,5.0,1.5,False,Volkswagen,2019.0,1500,Tiguan,18990.0,5.0,Automatic,Manchester
4846,Coupe,187,Used,3.0,2.5,True,Audi,2018.0,6774,TT RS,44995.0,4.0,Automatic,Manchester
4847,Coupe,214,Used,5.0,2.0,False,Mercedes-Benz,2018.0,7050,GLC Class,26995.0,5.0,Automatic,Manchester
4848,SUV,139,Used,5.0,1.6,True,Nissan,2018.0,4174,Juke,14440.0,5.0,Automatic,Manchester
4849,Hatchback,112,Used,5.0,1.0,True,Ford,2018.0,14000,Focus,13500.0,5.0,Manual,Manchester
4850,Estate,125,Used,5.0,1.4,False,Vauxhall,2019.0,6700,Astra,11490.0,5.0,Manual,Manchester
4852,SUV,278,Nearly New,5.0,3.0,True,Maserati,2019.0,1550,Levante,63950.0,5.0,Automatic,Manchester
4853,Hatchback,137,Nearly New,5.0,2.0,True,Volvo,2019.0,9499,V40,16750.0,5.0,Manual,Manchester
4854,SUV,294,Used,5.0,5.0,True,Land Rover,2018.0,18735,Range Rover Sport,79999.0,5.0,Automatic,Manchester
4855,Hatchback,111,Used,5.0,1.3,False,Honda,2018.0,9200,Jazz,10490.0,5.0,Automatic,Manchester
4856,Hatchback,99,Used,5.0,0.9,True,Nissan,2018.0,24273,Micra,9390.0,5.0,Manual,Manchester
4857,SUV,121,Nearly New,5.0,1.3,True,Nissan,2019.0,3975,Qashqai,16880.0,5.0,Manual,Manchester
4858,SUV,359,Nearly New,5.0,3.8,True,Maserati,2020.0,1500,Levante,112950.0,5.0,Automatic,Manchester
4859,Hatchback,118,Used,5.0,0.9,True,Nissan,2018.0,5435,Micra,9995.0,5.0,Manual,Manchester
4861,SUV,289,Used,5.0,5.0,False,Land Rover,2019.0,8020,Range Rover,86999.0,5.0,Automatic,Manchester
4862,Hatchback,118,Used,5.0,0.9,True,Nissan,2018.0,6879,Micra,9995.0,5.0,Manual,Manchester
4863,Hatchback,118,Used,5.0,0.9,True,Nissan,2018.0,9637,Micra,9995.0,5.0,Manual,Manchester
4864,Hatchback,99,Used,5.0,1.0,True,Ford,2018.0,35000,Fiesta,9750.0,5.0,Manual,Manchester
4865,Hatchback,118,Used,5.0,0.9,True,Nissan,2018.0,7192,Micra,10000.0,5.0,Manual,Manchester
4866,Hatchback,99,Used,5.0,0.9,True,Nissan,2018.0,3522,Micra,9999.0,5.0,Manual,Manchester
4867,Hatchback,118,Used,5.0,0.9,True,Nissan,2018.0,1357,Micra,10000.0,5.0,Manual,Manchester
4868,SUV,182,Nearly New,5.0,2.0,True,Volvo,2019.0,9270,XC40,35000.0,5.0,Automatic,Manchester
4869,Hatchback,118,Used,5.0,0.9,True,Nissan,2018.0,9071,Micra,9995.0,5.0,Manual,Manchester
4870,Hatchback,99,Used,5.0,0.9,True,Nissan,2018.0,6093,Micra,10490.0,5.0,Manual,Manchester
4871,Hatchback,97,Used,5.0,1.0,True,Ford,2018.0,31000,Fiesta,9800.0,5.0,Manual,Manchester
4872,Hatchback,118,Used,5.0,0.9,True,Nissan,2018.0,5427,Micra,10000.0,5.0,Manual,Manchester
4873,Hatchback,99,Used,5.0,0.9,True,Nissan,2018.0,6000,Micra,9890.0,5.0,Manual,Manchester
4874,SUV,292,Used,5.0,4.0,True,Lamborghini,2018.0,4900,Urus,188950.0,5.0,Automatic,Manchester
4875,Hatchback,118,Used,5.0,0.9,True,Nissan,2018.0,5984,Micra,10794.0,5.0,Manual,Manchester
